Date,local_price,dollar_ex,dollar_price,dollar_ppp,dollar_valuation,dollar_adj_valuation,euro_adj_valuation,sterling_adj_valuation,yen_adj_valuation,yuan_adj_valuation
2018-01-31,2600.0,605.935,4.2908892868047,492.42424242424,-18.733157446881,26.782536007087,13.126506887261,29.974129361812,65.275008796749,25.905796147774
2017-07-31,2550.0,663.355,3.8440955446179,481.1320754717,-27.469895384568,10.992234071659,9.3266942580547,28.949173973603,50.767682402213,22.737115426304
2017-01-31,2450.0,672.805,3.6414711543464,484.18972332016,-28.034166910151,11.931901336811,14.04126138505,36.53687954836,39.789198318984,19.682846535637
2016-07-31,2300.0,651.12,3.5323749846418,456.34920634921,-29.91319474917,8.0394122055502,6.2714071224261,24.436887215922,26.76473791308,18.169363077087
2016-01-31,2100.0,715.215,2.9361800297813,425.96348884381,-40.442595744802,-9.7594622601756,-2.3759260013531,-2.3842300819093,20.590238184077,-0.3522796451084
2015-07-31,2100.0,642.45,3.2687368666822,438.4133611691,-31.759146833356,-0.30375686791903,4.3026533237656,-1.6147483025853,36.981694147587,9.9411965366257
2015-01-31,2100.0,627.485,3.3466935464593,438.4133611691,-30.131658737802,2.0985879555769,0.73300801026117,-0.983374975812,36.47350254657,7.6549872710175
2014-07-31,2100.0,564.14,3.7224802354026,437.95620437956,-22.367461201198,13.039498923154,-4.5300642838589,-1.9808789896283,42.108022522594,20.753821388089
2014-01-31,2000.0,541.95,3.6903773410831,432.51036222743,-20.193677972612,18.61105694961,1.8075426026477,7.6644754249075,80.066541670284,17.200329930032
2013-07-31,2000.0,508.155,3.9358069880253,438.91733723482,-13.625303847287,24.593129582359,12.822158878876,29.071832222878,73.654266524189,33.205763358251
2013-01-31,2050.0,471.75,4.3455219925808,469.38726834737,-0.50084401751654,43.103424736016,18.697446190853,34.544275498687,73.931443355746,49.331068445653
2012-07-31,2050.0,493.05,4.1577933272488,473.714615829,-3.9215868919987,43.233121759455,28.981052009499,33.478990446669,45.233407296934,52.232265654091
2012-01-31,2050.0,506.05,4.0509831044363,488.4185246425,-3.4841370136347,47.261070500364,25.486366551957,44.119081665926,42.127871347893,47.7867517757
2011-07-31,1850.0,462.75,3.9978390059427,455.10455104551,-1.6521769755785,58.41409969922,16.217989484117,45.715714326635,50.171024372173,53.319478770298
2010-07-31,1750.0,523.65,3.3419268595436,468.75,-10.484101976511,,,,,
2010-01-31,1600.0,503.1,3.1802822500497,446.92737430168,-11.165300277942,,,,,
2009-07-31,1750.0,548.55,3.1902287849786,490.19607843137,-10.637849160264,,,,,
2008-06-30,1550.0,494.65,3.1335287577075,434.17366946779,-12.226085218278,,,,,
2007-06-30,1565.0,526.75,2.9710488846701,458.94428152493,-12.872466725216,,,,,
2007-01-31,1670.0,540.15,3.0917337776544,518.63354037267,-3.9834230542126,,,,,
2006-05-31,1560.0,529.95,2.943673931503,503.22580645161,-5.04277640313,,,,,
2006-01-31,1560.0,522.75,2.9842180774749,495.2380952381,-5.2629181754002,,,,,
2005-06-30,1500.0,592.45,2.5318592286269,490.19607843137,-17.259502332455,,,,,
2004-05-31,1400.0,641.0,2.18,482.75862068966,-24.686642638119,,,,,
2003-04-30,1400.0,716.0,1.95,516.60516605166,-27.848440495578,,,,,
2002-04-30,1400.0,655.0,2.16,562.24899598394,-14.160458628407,,,,,
2001-04-30,1260.0,601.0,2.1,496.06299212598,-17.460400644595,,,,,
2000-04-30,1260.0,514.0,2.45,501.99203187251,-2.3361805695506,,,,,
