Date,local_price,dollar_ex,dollar_price,dollar_ppp,dollar_valuation,dollar_adj_valuation,euro_adj_valuation,sterling_adj_valuation,yen_adj_valuation,yuan_adj_valuation
2018-01-31,16.5,3.43635,4.8016063555808,3.125,-9.060485689758,9.0996905908223,-2.6516798943756,11.846140208085,42.223470913319,8.3452329944363
2017-07-31,16.9,3.5405,4.7733370992798,3.188679245283,-9.937035862646,6.2264870442502,4.6324616161535,23.412397930743,44.294070619845,17.46707065346
2017-01-31,16.9,3.855,4.3839169909209,3.3399209486166,-13.361324290101,4.6426104160156,6.614603557549,27.645249686282,30.685769162844,11.888794293087
2016-07-31,16.9,3.85875,4.3796566245546,3.3531746031746,-13.102051100107,4.604358187156,2.8925658586308,20.480484448251,22.734322405722,14.412232811359
2016-01-31,16.9,3.94105,4.2881973078241,3.4279918864097,-13.018310186125,1.8713760554612,10.206554653468,10.197180284318,36.13276040183,12.49102285505
2015-07-31,17.5,3.77835,4.6316513822171,3.6534446764092,-3.3058166551753,12.2336393776,17.419333081162,10.757782963326,54.207957885885,23.766956679463
2015-01-31,17.5,3.93415,4.4482289694089,3.6534446764092,-7.1350945843655,7.521879603724,6.0837625307104,4.2762083962425,43.722727255498,13.373424764025
2014-07-31,17.5,3.4138,5.1262522701974,3.6496350364964,6.9082850927515,26.830208951131,7.1171759498043,9.9773593954352,59.445064440929,35.485671329013
2014-01-31,17.5,3.4882,5.0169141677656,3.78446566949,8.4933681982111,28.254506323353,10.084813779574,16.417933532542,94.706513888389,26.729082791128
2013-07-31,17.5,3.64595,4.799846404915,3.8405267008047,5.3367901590719,23.123686417542,11.491541767321,27.549567534078,71.606199541358,31.634743357894
2013-01-31,14.9,3.72455,4.0004832798593,3.4116440479882,-8.4011746925623,6.945788127484,-11.293583958473,0.54926084258184,29.984557142116,11.599906405456
2012-07-31,11.9,4.07625,2.919349892671,2.7498555748122,-32.539574981607,-18.45828930534,-26.571902512086,-24.011254595873,-17.319539394703,-13.335133578913
2012-01-31,15.9,3.8485,4.1314797973236,3.788221727715,-1.5662796488239,20.151606011096,2.3854330440812,17.58802961413,15.96338355659,20.580513999249
2011-07-31,15.9,3.40335,4.6718674247433,3.9114391143911,14.929087939564,43.462700737162,5.2491329830575,31.962811118679,35.997621233233,38.848919015188
2010-07-31,14.9,3.8619,3.8582045107331,3.9910714285714,3.3447636803498,,,,,
2010-01-31,14.9,3.7325,3.9919624916276,4.1620111731844,11.507332168369,,,,,
2009-07-31,15.0,3.97425,3.7742970371768,4.2016806722689,5.7226060833845,,,,,
2008-06-30,0.0,0.0,0.0,0.0,0.0,,,,,
2007-06-30,0.0,0.0,0.0,0.0,0.0,,,,,
2007-01-31,0.0,0.0,0.0,0.0,0.0,,,,,
2006-05-31,0.0,0.0,0.0,0.0,0.0,,,,,
2006-01-31,0.0,0.0,0.0,0.0,0.0,,,,,
2005-06-30,0.0,0.0,0.0,0.0,0.0,,,,,
2004-05-31,0.0,0.0,0.0,0.0,0.0,,,,,
2003-04-30,0.0,0.0,0.0,0.0,0.0,,,,,
2002-04-30,12.0,4.79,2.51,4.8192771084337,0.61121311970218,,,,,
2001-04-30,0.0,0.0,0.0,0.0,0.0,,,,,
2000-04-30,14.5,4.05,3.58,5.7768924302789,42.639319266145,,,,,
